major_code,major_title,sub_major_code,sub_major_title,minor_code,minor_title,unit_code,unit_title,unit_description,skill_level,task_letter,task_text,source,source_year
3,TECHNICIANS AND ASSOCIATE PROFESSIONALS,32,HEALTH ASSOCIATE PROFESSIONALS,321,MEDICAL AND PHARMACEUTICAL TECHNICIANS,3212,MEDICAL AND PATHOLOGY LABORATORY TECHNICIANS,Medical and Pathology Laboratory Technicians perform clinical tests on body fluid and tissue specimens to obtain information on the health of the patient or the cause of death.,,a,"conducting chemical analysis of body fluids including blood, urine and spinal fluid to determine presence of normal and abnormal components;",MASCO 2020,2020
3,TECHNICIANS AND ASSOCIATE PROFESSIONALS,32,HEALTH ASSOCIATE PROFESSIONALS,321,MEDICAL AND PHARMACEUTICAL TECHNICIANS,3212,MEDICAL AND PATHOLOGY LABORATORY TECHNICIANS,Medical and Pathology Laboratory Technicians perform clinical tests on body fluid and tissue specimens to obtain information on the health of the patient or the cause of death.,,b,"operating, calibrating and maintaining equipment used in quantitative and qualitative analysis, such as the spectrophotometer, calorimeter and flame photometer;",MASCO 2020,2020
3,TECHNICIANS AND ASSOCIATE PROFESSIONALS,32,HEALTH ASSOCIATE PROFESSIONALS,321,MEDICAL AND PHARMACEUTICAL TECHNICIANS,3212,MEDICAL AND PATHOLOGY LABORATORY TECHNICIANS,Medical and Pathology Laboratory Technicians perform clinical tests on body fluid and tissue specimens to obtain information on the health of the patient or the cause of death.,,c,"setting up, cleaning and maintaining laboratory equipment;",MASCO 2020,2020
3,TECHNICIANS AND ASSOCIATE PROFESSIONALS,32,HEALTH ASSOCIATE PROFESSIONALS,321,MEDICAL AND PHARMACEUTICAL TECHNICIANS,3212,MEDICAL AND PATHOLOGY LABORATORY TECHNICIANS,Medical and Pathology Laboratory Technicians perform clinical tests on body fluid and tissue specimens to obtain information on the health of the patient or the cause of death.,,d,analysing laboratory output to check the accuracy of the results;,MASCO 2020,2020
3,TECHNICIANS AND ASSOCIATE PROFESSIONALS,32,HEALTH ASSOCIATE PROFESSIONALS,321,MEDICAL AND PHARMACEUTICAL TECHNICIANS,3212,MEDICAL AND PATHOLOGY LABORATORY TECHNICIANS,Medical and Pathology Laboratory Technicians perform clinical tests on body fluid and tissue specimens to obtain information on the health of the patient or the cause of death.,,e,"providing and collecting specimens of body fluids and tissues of patients and evaluating the results to determine the type, stage of development and sources of infection;",MASCO 2020,2020
3,TECHNICIANS AND ASSOCIATE PROFESSIONALS,32,HEALTH ASSOCIATE PROFESSIONALS,321,MEDICAL AND PHARMACEUTICAL TECHNICIANS,3212,MEDICAL AND PATHOLOGY LABORATORY TECHNICIANS,Medical and Pathology Laboratory Technicians perform clinical tests on body fluid and tissue specimens to obtain information on the health of the patient or the cause of death.,,f,"assisting with and performing experiments, tests, analyses and recording observation results and other relevant information using laboratory instruments and equipment;",MASCO 2020,2020
3,TECHNICIANS AND ASSOCIATE PROFESSIONALS,32,HEALTH ASSOCIATE PROFESSIONALS,321,MEDICAL AND PHARMACEUTICAL TECHNICIANS,3212,MEDICAL AND PATHOLOGY LABORATORY TECHNICIANS,Medical and Pathology Laboratory Technicians perform clinical tests on body fluid and tissue specimens to obtain information on the health of the patient or the cause of death.,,g,"providing guidance to the patient on the use, proper installation of orthotic devices, ways of walking or movement as required, means of maintaining the device so that is not harmful and in good condition;",MASCO 2020,2020
3,TECHNICIANS AND ASSOCIATE PROFESSIONALS,32,HEALTH ASSOCIATE PROFESSIONALS,321,MEDICAL AND PHARMACEUTICAL TECHNICIANS,3212,MEDICAL AND PATHOLOGY LABORATORY TECHNICIANS,Medical and Pathology Laboratory Technicians perform clinical tests on body fluid and tissue specimens to obtain information on the health of the patient or the cause of death.,,h,performing related tasks; and,MASCO 2020,2020
3,TECHNICIANS AND ASSOCIATE PROFESSIONALS,32,HEALTH ASSOCIATE PROFESSIONALS,321,MEDICAL AND PHARMACEUTICAL TECHNICIANS,3212,MEDICAL AND PATHOLOGY LABORATORY TECHNICIANS,Medical and Pathology Laboratory Technicians perform clinical tests on body fluid and tissue specimens to obtain information on the health of the patient or the cause of death.,,i,"supervising, scheduling and monitoring the tasks of other workers.",MASCO 2020,2020
3,TECHNICIANS AND ASSOCIATE PROFESSIONALS,32,HEALTH ASSOCIATE PROFESSIONALS,321,MEDICAL AND PHARMACEUTICAL TECHNICIANS,3213,PHARMACEUTICAL TECHNICIANS AND ASSISTANTS,Pharmaceutical Technicians and Assistants dispense and prepare medicine under the guidance of pharmacists or other health professionals.,,a,preparing medicine and pharmaceutical compounds under the guidance of pharmacists;,MASCO 2020,2020
3,TECHNICIANS AND ASSOCIATE PROFESSIONALS,32,HEALTH ASSOCIATE PROFESSIONALS,321,MEDICAL AND PHARMACEUTICAL TECHNICIANS,3213,PHARMACEUTICAL TECHNICIANS AND ASSISTANTS,Pharmaceutical Technicians and Assistants dispense and prepare medicine under the guidance of pharmacists or other health professionals.,,b,"dispensing medicines and drugs and giving written and oral instructions on their use, as prescribed by medical doctors;",MASCO 2020,2020
3,TECHNICIANS AND ASSOCIATE PROFESSIONALS,32,HEALTH ASSOCIATE PROFESSIONALS,321,MEDICAL AND PHARMACEUTICAL TECHNICIANS,3213,PHARMACEUTICAL TECHNICIANS AND ASSISTANTS,Pharmaceutical Technicians and Assistants dispense and prepare medicine under the guidance of pharmacists or other health professionals.,,c,cleaning and preparing equipment and containers used to prepare and dispense medicine and pharmaceutical compounds;,MASCO 2020,2020
3,TECHNICIANS AND ASSOCIATE PROFESSIONALS,32,HEALTH ASSOCIATE PROFESSIONALS,321,MEDICAL AND PHARMACEUTICAL TECHNICIANS,3213,PHARMACEUTICAL TECHNICIANS AND ASSISTANTS,Pharmaceutical Technicians and Assistants dispense and prepare medicine under the guidance of pharmacists or other health professionals.,,d,conducting routine laboratory tests to determine characteristics of pharmaceutical products;,MASCO 2020,2020
3,TECHNICIANS AND ASSOCIATE PROFESSIONALS,32,HEALTH ASSOCIATE PROFESSIONALS,321,MEDICAL AND PHARMACEUTICAL TECHNICIANS,3213,PHARMACEUTICAL TECHNICIANS AND ASSISTANTS,Pharmaceutical Technicians and Assistants dispense and prepare medicine under the guidance of pharmacists or other health professionals.,,e,performing related tasks; and,MASCO 2020,2020
3,TECHNICIANS AND ASSOCIATE PROFESSIONALS,32,HEALTH ASSOCIATE PROFESSIONALS,321,MEDICAL AND PHARMACEUTICAL TECHNICIANS,3213,PHARMACEUTICAL TECHNICIANS AND ASSISTANTS,Pharmaceutical Technicians and Assistants dispense and prepare medicine under the guidance of pharmacists or other health professionals.,,f,"supervising, scheduling and monitoring the tasks of other workers.",MASCO 2020,2020
3,TECHNICIANS AND ASSOCIATE PROFESSIONALS,32,HEALTH ASSOCIATE PROFESSIONALS,321,MEDICAL AND PHARMACEUTICAL TECHNICIANS,3214,MEDICAL AND DENTAL PROSTHETIC TECHNICIANS,"Medical and Dental Prosthetic Technicians design, adjust, service and repair medical and dental devices and equipment according to prescription or instruction from health professionals. They make full or partial dentures, inlays, bridges and crowns of metal vulcanite or other composition plates from wax or plaster impressions.",,a,discussing with medical and dental practitioners to formulate specifications and prescriptions of devices and equipment;,MASCO 2020,2020
3,TECHNICIANS AND ASSOCIATE PROFESSIONALS,32,HEALTH ASSOCIATE PROFESSIONALS,321,MEDICAL AND PHARMACEUTICAL TECHNICIANS,3214,MEDICAL AND DENTAL PROSTHETIC TECHNICIANS,"Medical and Dental Prosthetic Technicians design, adjust, service and repair medical and dental devices and equipment according to prescription or instruction from health professionals. They make full or partial dentures, inlays, bridges and crowns of metal vulcanite or other composition plates from wax or plaster impressions.",,b,making special impressions as instructed by the dental surgeon and preparing plaster casts of upper and lower jaws from wax impressions;,MASCO 2020,2020
3,TECHNICIANS AND ASSOCIATE PROFESSIONALS,32,HEALTH ASSOCIATE PROFESSIONALS,321,MEDICAL AND PHARMACEUTICAL TECHNICIANS,3214,MEDICAL AND DENTAL PROSTHETIC TECHNICIANS,"Medical and Dental Prosthetic Technicians design, adjust, service and repair medical and dental devices and equipment according to prescription or instruction from health professionals. They make full or partial dentures, inlays, bridges and crowns of metal vulcanite or other composition plates from wax or plaster impressions.",,c,shaping metal vulcanite or plastic plates for dentures and setting false teeth in plates;,MASCO 2020,2020
3,TECHNICIANS AND ASSOCIATE PROFESSIONALS,32,HEALTH ASSOCIATE PROFESSIONALS,321,MEDICAL AND PHARMACEUTICAL TECHNICIANS,3214,MEDICAL AND DENTAL PROSTHETIC TECHNICIANS,"Medical and Dental Prosthetic Technicians design, adjust, service and repair medical and dental devices and equipment according to prescription or instruction from health professionals. They make full or partial dentures, inlays, bridges and crowns of metal vulcanite or other composition plates from wax or plaster impressions.",,d,processing dentures in acrylic resin or metal and bridges according to the impression taken;,MASCO 2020,2020
3,TECHNICIANS AND ASSOCIATE PROFESSIONALS,32,HEALTH ASSOCIATE PROFESSIONALS,321,MEDICAL AND PHARMACEUTICAL TECHNICIANS,3214,MEDICAL AND DENTAL PROSTHETIC TECHNICIANS,"Medical and Dental Prosthetic Technicians design, adjust, service and repair medical and dental devices and equipment according to prescription or instruction from health professionals. They make full or partial dentures, inlays, bridges and crowns of metal vulcanite or other composition plates from wax or plaster impressions.",,e,forming porcelain teeth and crowns and repairing or making additions to existing dentures;,MASCO 2020,2020
3,TECHNICIANS AND ASSOCIATE PROFESSIONALS,32,HEALTH ASSOCIATE PROFESSIONALS,321,MEDICAL AND PHARMACEUTICAL TECHNICIANS,3214,MEDICAL AND DENTAL PROSTHETIC TECHNICIANS,"Medical and Dental Prosthetic Technicians design, adjust, service and repair medical and dental devices and equipment according to prescription or instruction from health professionals. They make full or partial dentures, inlays, bridges and crowns of metal vulcanite or other composition plates from wax or plaster impressions.",,f,performing related tasks; and,MASCO 2020,2020
3,TECHNICIANS AND ASSOCIATE PROFESSIONALS,32,HEALTH ASSOCIATE PROFESSIONALS,321,MEDICAL AND PHARMACEUTICAL TECHNICIANS,3214,MEDICAL AND DENTAL PROSTHETIC TECHNICIANS,"Medical and Dental Prosthetic Technicians design, adjust, service and repair medical and dental devices and equipment according to prescription or instruction from health professionals. They make full or partial dentures, inlays, bridges and crowns of metal vulcanite or other composition plates from wax or plaster impressions.",,g,"supervising, scheduling and monitoring the tasks of other workers.",MASCO 2020,2020
3,TECHNICIANS AND ASSOCIATE PROFESSIONALS,32,HEALTH ASSOCIATE PROFESSIONALS,321,MEDICAL AND PHARMACEUTICAL TECHNICIANS,3215,ORTHOTIC AND PROSTHETIC TECHNICIANS,"Orthotic and Prosthetic Technicians measure, design, fabricate, fit or service a prosthetic as prescribed by a doctor, and assist in the formulation of the prosthesis prescription for the replacement of external parts of the human body lost due to amputation or congenital deformities or absences.",,a,ensuring devices fit well and that patients have an acceptable range of movement;,MASCO 2020,2020
3,TECHNICIANS AND ASSOCIATE PROFESSIONALS,32,HEALTH ASSOCIATE PROFESSIONALS,321,MEDICAL AND PHARMACEUTICAL TECHNICIANS,3215,ORTHOTIC AND PROSTHETIC TECHNICIANS,"Orthotic and Prosthetic Technicians measure, design, fabricate, fit or service a prosthetic as prescribed by a doctor, and assist in the formulation of the prosthesis prescription for the replacement of external parts of the human body lost due to amputation or congenital deformities or absences.",,b,crafting prosthetic limbs from softer plastics;,MASCO 2020,2020
3,TECHNICIANS AND ASSOCIATE PROFESSIONALS,32,HEALTH ASSOCIATE PROFESSIONALS,321,MEDICAL AND PHARMACEUTICAL TECHNICIANS,3215,ORTHOTIC AND PROSTHETIC TECHNICIANS,"Orthotic and Prosthetic Technicians measure, design, fabricate, fit or service a prosthetic as prescribed by a doctor, and assist in the formulation of the prosthesis prescription for the replacement of external parts of the human body lost due to amputation or congenital deformities or absences.",,c,performing related tasks; and,MASCO 2020,2020
3,TECHNICIANS AND ASSOCIATE PROFESSIONALS,32,HEALTH ASSOCIATE PROFESSIONALS,321,MEDICAL AND PHARMACEUTICAL TECHNICIANS,3215,ORTHOTIC AND PROSTHETIC TECHNICIANS,"Orthotic and Prosthetic Technicians measure, design, fabricate, fit or service a prosthetic as prescribed by a doctor, and assist in the formulation of the prosthesis prescription for the replacement of external parts of the human body lost due to amputation or congenital deformities or absences.",,d,"supervising, scheduling and monitoring the tasks of other workers.",MASCO 2020,2020
3,TECHNICIANS AND ASSOCIATE PROFESSIONALS,32,HEALTH ASSOCIATE PROFESSIONALS,322,NURSING AND MIDWIFERY ASSOCIATE PROFESSIONALS,3221,NURSING ASSOCIATE PROFESSIONALS (EXCEPT DENTAL),"Nursing Associate Professionals (Except Dental) provide basic nursing and personal care for people who are physically or mentally ill, disabled or infirm, and others in need of care due to risks to health.",,a,"providing nursing care, treatment and advice to the ill, injured, disabled and others in need of such care;",MASCO 2020,2020
3,TECHNICIANS AND ASSOCIATE PROFESSIONALS,32,HEALTH ASSOCIATE PROFESSIONALS,322,NURSING AND MIDWIFERY ASSOCIATE PROFESSIONALS,3221,NURSING ASSOCIATE PROFESSIONALS (EXCEPT DENTAL),"Nursing Associate Professionals (Except Dental) provide basic nursing and personal care for people who are physically or mentally ill, disabled or infirm, and others in need of care due to risks to health.",,b,"assisting medical doctors in their tasks, administering medicine and drugs, applying surgical dressings and giving other forms of treatment under the instruction of medical doctors;",MASCO 2020,2020
3,TECHNICIANS AND ASSOCIATE PROFESSIONALS,32,HEALTH ASSOCIATE PROFESSIONALS,322,NURSING AND MIDWIFERY ASSOCIATE PROFESSIONALS,3221,NURSING ASSOCIATE PROFESSIONALS (EXCEPT DENTAL),"Nursing Associate Professionals (Except Dental) provide basic nursing and personal care for people who are physically or mentally ill, disabled or infirm, and others in need of care due to risks to health.",,c,assisting in treatment in emergencies;,MASCO 2020,2020
