occupation_code,level,parent_code,title,description,skill_level,source,source_year
0,major,,ARMED FORCES,,,MASCO 2020,2020
01,sub_major,0,OTHER ELEMENTARY WORKERS,,,MASCO 2020,2020
011,minor,01,PROFESSIONAL DUTY OFFICERS (MA),,,MASCO 2020,2020
0111,unit,011,PROFESSIONAL DUTY OFFICERS (MA),"Professional Duty Officers (MA) comprise medical officers, dental officers and pharmacy officers, classified as a combat support group, which provides medical assistance to front- line combatants in wartime. However, in peacetime, this group provides medical services, in order of priority, to the Malaysian Armed Forces covering military personnel, their families, ex- military personnel and civilians in need of their services. In addition, professional duty officers are actively involved in community projects in the rural areas. ARMED FORCES Skills level Description",,MASCO 2020,2020
012,minor,01,GENERAL DUTY OFFICERS (MA),,,MASCO 2020,2020
0121,unit,012,GENERAL DUTY OFFICERS (MA),"General Duty Officers (MA) have the leadership role in combat groups, combat support groups and service support groups. The combat group consists of troops in the forefront of battle during wartime. The combat support group provides assistance to the combat group, while the service support group provides logistical support to all the groups.",,MASCO 2020,2020
013,minor,01,PERSONNEL OF OTHER RANKS (MA),,,MASCO 2020,2020
0131,unit,013,PERSONNEL OF OTHER RANKS (MA),"Personnel of Other Ranks (MA) assist superiors in ensuring that the mission they have been assigned is successfully executed. In addition, the performance of duties depends on the speciality of the corps/regiment to which they belong.",,MASCO 2020,2020
02,sub_major,0,OTHER ELEMENTARY WORKERS,,,MASCO 2020,2020
021,minor,02,GENERAL DUTY OFFICERS (RMN),,,MASCO 2020,2020
0211,unit,021,GENERAL DUTY OFFICERS (RMN),"General Duty Officers (RMN) are responsible for planning, training, monitoring and supervising activities to ensure the readiness of the Naval Fleet in the face of surface and sub-surface threats.",,MASCO 2020,2020
022,minor,02,PERSONNEL OF OTHER RANKS (RMN),,,MASCO 2020,2020
0221,unit,022,PERSONNEL OF OTHER RANKS (RMN),Personnel of Other Ranks (RMN) comprise sailors and administrative and management staff who provide support to the navy as a whole. All members play their roles and functions based on their area of expertise in their respective fields.,,MASCO 2020,2020
03,sub_major,0,OTHER ELEMENTARY WORKERS,,,MASCO 2020,2020
031,minor,03,GENERAL DUTY OFFICERS (RMAF),,,MASCO 2020,2020
0311,unit,031,GENERAL DUTY OFFICERS (RMAF),"General Duty Officers (RMAF) are responsible for planning, training, monitoring and supervising to ensure the sovereignty and security of the country’s airspace are protected from intrusion by foreign elements.",,MASCO 2020,2020
032,minor,03,PERSONNEL OF OTHER RANKS (RMAF),,,MASCO 2020,2020
0321,unit,032,PERSONNEL OF OTHER RANKS (RMAF),Personnel of Other Ranks (RMAF) consist of crew and administration and management staff to support the organisation and operations of the Royal Malaysian Air Force as a whole. All personnel play their role and functions based on their area of expertise in their respective fields.,,MASCO 2020,2020
1,major,,MANAGERS,,,MASCO 2020,2020
11,sub_major,1,"CHIEF EXECUTIVES, SENIOR OFFICIALS AND LEGISLATORS",,,MASCO 2020,2020
111,minor,11,LEGISLATORS AND SENIOR OFFICIALS,,,MASCO 2020,2020
1111,unit,111,LEGISLATORS,"Legislators determine, formulate and direct policies of national, state, regional or local governments and international governmental agencies, and make, ratify, amend or repeal laws, public rules and regulations.",,MASCO 2020,2020
1112,unit,111,SENIOR GOVERNMENT OFFICIALS,"Senior Government Officials advise governments on policy matters, oversee the interpretation and implementation of government policies and legislation by government departments and agencies, represent their country abroad and act on its behalf, or carry out similar tasks in intergovernmental organisations. They plan, organise, direct, control and evaluate the overall activities of municipal or local, regional and national government departments, councils, agencies or commissions in accordance with legislation and policies established by government and legislative bodies.",,MASCO 2020,2020
1113,unit,111,TRADITIONAL CHIEFS AND HEADS OF VILLAGE,"Traditional Chiefs and Heads of Village perform a variety of legislative, administrative and ceremonial tasks and duties determined by traditions, as well as by the division of rights and responsibilities between village heads and the local, regional and national authorities.",,MASCO 2020,2020
1114,unit,111,SENIOR OFFICIALS OF SPECIAL-INTEREST ORGANISATIONS,"Senior Officials of Special-Interest Organisations determine, formulate and direct the implementation of policies of special interest organisations such as political party organisations, trade unions, employers’ organisations, trade and industry associations, humanitarian or charity organisations, or sports associations, and act on their behalf.",,MASCO 2020,2020
112,minor,11,MANAGING DIRECTORS AND CHIEF EXECUTIVES,,,MASCO 2020,2020
1121,unit,112,MANAGING DIRECTORS AND CHIEF EXECUTIVES,"Managing Directors and Chief Executives formulate and review policies and plan, direct, coordinate and evaluate the overall activities of enterprises or organisations (except special interest organisations and government departments) with the support of other managers, usually within guidelines established by a board of directors or a governing body to whom they are answerable for the operations undertaken and results.",,MASCO 2020,2020
12,sub_major,1,ADMINISTRATIVE AND COMMERCIAL MANAGERS,,,MASCO 2020,2020
121,minor,12,BUSINESS SERVICES AND ADMINISTRATION MANAGERS,,,MASCO 2020,2020
1211,unit,121,FINANCE MANAGERS,"Finance Managers plan, direct and coordinate the financial operations of an enterprise or organization, in consultation with senior managers and with managers of other departments or sections, or of enterprises that provide financial services to other enterprises and organizations.",,MASCO 2020,2020
1212,unit,121,HUMAN RESOURCE MANAGERS,"Human Resource Managers plan, organise, direct, control and coordinate policies concerning the personnel, industrial relations and occupational safety and health of an enterprise or organisation, or of enterprises that provide human resource services to other enterprises and organisations.",,MASCO 2020,2020
1213,unit,121,POLICY AND PLANNING MANAGERS,"Policy and Planning Managers plan, organise, coordinate and advise on policy and strategic planning activities within the government or for non-government organisations and private sector agencies, or manage the activities of enterprises that provide policy and strategic planning services.",,MASCO 2020,2020
1214,unit,121,BUSINESS SERVICES MANAGERS,"Business Services Managers plan, organise, direct, control and coordinate sales and marketing activities of an enterprise or organisation.",,MASCO 2020,2020
1215,unit,121,ADMINISTRATIVE MANAGERS,"Administrative Managers plan, organise, direct, develop, review and improve administrative systems, policies and procedures of an enterprise or organisation.",,MASCO 2020,2020
1216,unit,121,QUALITY MANAGERS,"Quality Managers plan, direct and responsible for overall development, implementation, and maintenance of the organization’s Quality Management System (QMS). b) supervising the inspections of incoming materials, ensuring that they meet the needs of theorganization; c) managing monitoring, measurement and review of quality standards; d) leading the team of quality engineers, inspectors, auditors, analysts, and technicians; e) maintaining standards, regulations / laws, issues and matters relating to product quality (service); f) performing related tasks; and g) managing, planning, scheduling and monitoring the work of other employees.",,MASCO 2020,2020
1219,unit,121,BUSINESS SERVICES AND ADMINISTRATION MANAGERS NOT ELSEWHERE,CLASSIFIED This unit group covers Business Services and Administration Not Elsewhere Classified in Minor Group 121: Business Services and Administration Managers.,,MASCO 2020,2020
122,minor,12,"SALES, MARKETING AND DEVELOPMENT MANAGERS",,,MASCO 2020,2020
1221,unit,122,SALES AND MARKETING MANAGERS,"Sales and Marketing Managers plan , organise , direct , control and coordinate activities concerning the sales and marketing of an enterprise or organisation , or of enterprises that provide sales and marketing services to other enterprises and organisations .",,MASCO 2020,2020
1222,unit,122,ADVERTISING AND PUBLIC RELATIONS MANAGERS,"Advertising and Public Relations Managers plan, organise, direct, control and coordinate the advertising and public relations activities of enterprises and organisations or of enterprises that provide related services to other enterprises and organisations.",,MASCO 2020,2020
1223,unit,122,RESEARCH AND DEVELOPMENT MANAGERS,"Research and Development Managers plan, organise, direct, control and coordinate the research and development activities of organisations or of enterprises that provide development",,MASCO 2020,2020
13,sub_major,1,PRODUCTION AND MANUFACTURING MANAGERS,,,MASCO 2020,2020
131,minor,13,PRODUCTION MANAGERS,,,MASCO 2020,2020
1311,unit,131,"AGRICULTURAL, FORESTRY AND LIVESTOCK PRODUCTION MANAGERS","Agricultural, Forestry and Livestock Production Managers plan, organise, direct, control and coordinate large scale production operations in agriculture, horticulture and forestry to cultivate and harvest crops, and breed and raise livestock.",,MASCO 2020,2020
1312,unit,131,AQUACULTURE AND FISHERIES PRODUCTION MANAGERS,"Aquaculture and Fisheries Production Managers plan, organise, direct, control and coordinate aquaculture and fishery production operations to catch and process fish or shellfish, and to breed fish, shellfish or other forms of aquatic life as cash crops or for release into freshwater or saltwater.",,MASCO 2020,2020
132,minor,13,"MANUFACTURING, MINING, CONSTRUCTION AND DISTRIBUTION",,,MASCO 2020,2020
1321,unit,132,MANUFACTURING MANAGERS,"Manufacturing Managers plan, organise, direct, control and coordinate manufacturing production activities of large enterprises or manage a small manufacturing company.",,MASCO 2020,2020
1322,unit,132,MINING MANAGERS,"Mining Managers plan, organise, direct, control and coordinate the activities concerning mining, quarrying and oil and gas extraction operations.",,MASCO 2020,2020
1323,unit,132,CONSTRUCTION MANAGERS,"Construction Managers plan, organise, direct, control and coordinate activities concerning the construction of civil engineering projects, buildings and dwellings.",,MASCO 2020,2020
1324,unit,132,"SUPPLY, DISTRIBUTION AND RELATED MANAGERS","Supply, Distribution and Related Managers plan, organise, direct, control and coordinate the supply, transport, storage and distribution of goods.",,MASCO 2020,2020
14,sub_major,1,"HOSPITALITY, RETAIL AND OTHER SERVICES MANAGERS",,,MASCO 2020,2020
141,minor,14,HOTEL AND RESTAURANT MANAGERS,,,MASCO 2020,2020
1411,unit,141,HOTEL AND HOMESTAY MANAGERS,"Hotel and Homestay Managers plan, organise, direct, control and coordinate the operations of hotels, motels and similar establishments to provide accommodation and other services including food and beverage operations and housekeeping.",,MASCO 2020,2020
1412,unit,141,RESTAURANT MANAGERS,"Restaurant Managers plan, organise, direct, control and coordinate the operations of cafes, restaurants and related establishments to provide dining and catering services.",,MASCO 2020,2020
142,minor,14,RETAIL AND WHOLESALE TRADE MANAGERS,,,MASCO 2020,2020
1421,unit,142,RETAIL AND WHOLESALE TRADE MANAGERS,"Retail and Wholesale Trade Managers plan, organise, direct, control and coordinate the operations of establishments that sell goods on a retail or wholesale basis.",,MASCO 2020,2020
15,sub_major,1,INFORMATION AND COMMUNICATIONS TECHNOLOGY MANAGERS,,,MASCO 2020,2020
151,minor,15,INFORMATION AND COMMUNICATIONS TECHNOLOGY MANAGERS,,,MASCO 2020,2020
1511,unit,151,INFORMATION AND COMMUNICATIONS TECHNOLOGY MANAGERS,"Information and Communications Technology Managers organise, plan, direct, control and coordinate the acquisition, development, maintenance and use of computers and telecommunications systems.",,MASCO 2020,2020
16,sub_major,1,SERVICES MANAGERS,,,MASCO 2020,2020
161,minor,16,PROFESSIONAL SERVICES MANAGERS,,,MASCO 2020,2020
1611,unit,161,CHILD CARE SERVICES MANAGERS,"Child Care Services Managers plan, control and coordinate activities concerning childcare",,MASCO 2020,2020
1612,unit,161,HEALTH SERVICES MANAGERS,"Health Services Managers plan, control and coordinate activities concerning clinical and community health care services in hospitals, clinics, public health agencies and similar organisations.",,MASCO 2020,2020
1613,unit,161,AGED CARE SERVICES MANAGERS,"Aged Care Services Managers plan, control and coordinate activities concerning care for individuals and families due to the effects of ageing.",,MASCO 2020,2020
1614,unit,161,SOCIAL WELFARE MANAGERS,"Social Welfare Managers plan, control and coordinate activities concerning social and community service programmes and assist in planning and implementing local welfare programmes.",,MASCO 2020,2020
1615,unit,161,EDUCATION MANAGERS,"Education Managers plan, control and coordinate and evaluate the educational and administrative aspects in primary and secondary schools, colleges and faculties and departments in universities and other educational institutions.",,MASCO 2020,2020
1616,unit,161,FINANCIAL AND INSURANCE SERVICES BRANCH MANAGERS,"Financial and Insurance Services Branch Managers plan, control and coordinate the branches of institutions that provide financial and insurance services such as banks, credit unions and insurance companies for one or more of their branches or department.",,MASCO 2020,2020
1617,unit,161,LEGAL MANAGERS,"Legal Managers plan, control and coordinate the operations of establishments concerning legal terminology, procedures and documents.",,MASCO 2020,2020
1618,unit,161,PROPERTY MANAGERS,"Property Managers handle fees charged on real estate and raise the investment value of real estate by managing the real estate as well as oversee the performance of income-producing commercial or residential properties to ensure that real estate investments achieve their expected revenues. Task Include: a) handling the financial operations of the property, ensuring that rent is collected and that mortgages, taxes, insurance premiums, salaries and maintenance bills are paid on time; b) supervising the preparation of financial statements and periodic reports to the owners on the status of the property, occupancy rates, expiration dates of leases and other matters; c) negotiating contracts for caretaking, security, groundskeeping, rubbish disposal, and other services; d) monitoring the performance of contractors and investigating and resolving complaints from residents and tenants when services are not satisfactory; e) understanding and complying with relevant legislation, ensuring that renting and advertising practices are not discriminatory, and that the property itself complies with all local, state and federal regulations and building code; f) making budgetary estimates; g) planning and controlling the use of resources and hiring of workers; h) performing related tasks; and i) managing, planning, scheduling and monitoring the tasks of other workers.",,MASCO 2020,2020
1619,unit,161,PROFESSIONAL SERVICES MANAGERS NOT ELSEWHERE CLASSIFIED,This unit group covers Professional Services Managers Not Elsewhere Classified in Minor Group 161: Professional Services Managers.,,MASCO 2020,2020
162,minor,16,OTHER SERVICES MANAGERS,,,MASCO 2020,2020
1621,unit,162,SPORTS AND RECREATION CENTRE MANAGERS,"Sport and Recreation Centre Managers plan, direct and coordinate the operations of establishments that provide sports and recreational, travelling and similar services.",,MASCO 2020,2020
1622,unit,162,"PERSONAL CARE, CLEANING AND RELATED SERVICES MANAGERS","Personal Care, Cleaning and Related Services Managers plan, direct and coordinate the operations of establishments that provide personal care, cleaning, housekeeping, sanitation and sewerage or similar services.",,MASCO 2020,2020
1623,unit,162,SECURITY MANAGERS,"Security Managers plan, direct and coordinate the operations of the establishment concerning security.",,MASCO 2020,2020
1624,unit,162,"CULTURAL CENTRE, MUSEUM AND LIBRARY MANAGERS","Cultural Centre, Museum and Library Managers plan, direct and coordinate the operations of establishments concerning culture, museum and library.",,MASCO 2020,2020
1629,unit,162,OTHER SERVICES MANAGERS NOT ELSEWHERE CLASSIFIED,This unit group covers Other Services Managers Not Elsewhere Classified in Minor Group 162: Other Services Managers.,,MASCO 2020,2020
2,major,,PROFESSIONALS,,,MASCO 2020,2020
21,sub_major,2,SCIENCE AND ENGINEERING PROFESSIONALS,,,MASCO 2020,2020
211,minor,21,"PHYSICISTS, CHEMISTS AND RELATED PROFESSIONALS",,,MASCO 2020,2020
2111,unit,211,PHYSICISTS AND ASTRONOMERS,"Physicists and Astronomers conduct research, improve or develop concepts, theories and operational methods, or apply scientific knowledge relating to physics and astronomy in industrial, medical, military or other fields.",,MASCO 2020,2020
2112,unit,211,METEOROLOGISTS AND SEISMOLOGISTS,"Meteorologists and Seismologists conduct research, improve or develop concepts, theories and operational methods related to the composition, structure and dynamics of the atmosphere and prepare detailed or long-term weather forecasts used in aviation, shipping, agriculture and other areas and for the information of the general public.",,MASCO 2020,2020
2113,unit,211,CHEMISTS,"Chemists conduct research, improve or develop concepts, theories and operational methods, or apply scientific knowledge relating to chemistry, mainly to test, develop and improve materials, and industrial products and processes.",,MASCO 2020,2020
2114,unit,211,GEOLOGISTS AND GEOPHYSICISTS,"Geologists and Geophysicists conduct research, improve or develop concepts, theories and operational methods, or apply scientific knowledge relating to geology and geophysics in such fields as oil, gas and mineral exploitation, water conservation, civil engineering, telecommunications and navigation, and assess development projects and the effects of waste disposal on the environment.",,MASCO 2020,2020
212,minor,21,"MATHEMATICIANS, ACTUARIES AND STATISTICIANS",,,MASCO 2020,2020
2121,unit,212,"MATHEMATICIANS, ACTUARIES AND STATISTICIANS","Mathematicians, Actuaries and Statisticians conduct research and improve or develop mathematical, actuarial and statistical concepts, theories, operational methods, and techniques, and advise on or engage in their practical application in such fields as engineering, business, social and other sciences.",,MASCO 2020,2020
213,minor,21,LIFE SCIENCE PROFESSIONALS,,,MASCO 2020,2020
2131,unit,213,"BIOLOGISTS, BOTANISTS, ZOOLOGISTS AND RELATED PROFESSIONALS","Biologists, Botanists, Zoologists and Related Professionals conduct research, improve or develop concepts, theories and operational methods, and study living organisms and their interactions with one another and with the environment, and apply this knowledge to solve human health and environmental problems. They work in diverse fields such as botany, zoology, ecology, marine biology, genetics, immunology, pharmacology, toxicology, physiology, bacteriology and virology.",,MASCO 2020,2020
2132,unit,213,"FARMING, FORESTRY PLANTATION AND FISHERIES ADVISERS","Farming, Forestry Plantation and Fisheries Advisers study, provide assistance and advice on farm, forestry and fisheries management, including cultivation, fertilisation, harvesting, soil erosion and composition, disease prevention, nutrition, crop rotation and marketing. They develop techniques for increasing productivity, and study and develop plans and policies for land and fisheries management.",,MASCO 2020,2020
2133,unit,213,ENVIRONMENTAL PROTECTION PROFESSIONALS,"Environmental Protection Professionals study and assess the effects of human activity on the environment such as air, water and noise pollution, soil contamination, climate change, toxic waste and depletion and degradation of natural resources. They develop plans and solutions to protect, conserve, preserve, minimise and prevent further damage to the environment.",,MASCO 2020,2020
2134,unit,213,"PHARMACOLOGISTS, PATHOLOGISTS AND RELATED PROFESSIONALS","Pharmacologists, Pathologists and Related Professionals conduct research, improve or develop concepts, theories and operational methods, and apply scientific knowledge relating to anatomy, biochemistry, biophysics, physiology, pathology or pharmacology in such fields as medicine, agriculture or industry.",,MASCO 2020,2020
214,minor,21,ENGINEERING PROFESSIONALS (EXCLUDING ELECTROTECHNOLOGY),,,MASCO 2020,2020
2141,unit,214,INDUSTRIAL AND PRODUCTION ENGINEERS,"Industrial and Production Engineers plan, conduct research, design and oversee the construction, operation and maintenance process and installation of plants. They establish programmes for the coordination of manufacturing activities and assess the cost effectiveness and safety.",,MASCO 2020,2020
2142,unit,214,CIVIL ENGINEERS,"Civil Engineers plan, conduct research, advise on, design and direct construction activity; manage the operation and maintenance of civil engineering structures; or study and advise on technological aspects of particular materials.",,MASCO 2020,2020
2143,unit,214,ENVIRONMENTAL ENGINEERS,"Environmental Engineers conduct research, advise on, design and direct implementation of solutions to prevent, control or remedy negative impacts of human activity on the environment utilising a variety of engineering disciplines. They conduct environmental assessments of construction and civil engineering projects and apply engineering principles to pollution control, recycling and waste disposal.",,MASCO 2020,2020
2144,unit,214,MECHANICAL ENGINEERS,"Mechanical Engineers conduct research and advise on design, and direct the production of machinery and equipment and industrial plant systems, and advise on and direct their functioning, maintenance and repairs, or study and advise on technological aspects of particular materials, products or processes.",,MASCO 2020,2020
2145,unit,214,CHEMICAL ENGINEERS,"Chemical Engineers conduct research and develop, design and advise on and direct commercial- scale chemical processes and production of various substances and items such as crude oil, petroleum derivatives, food and drink products, medicaments or synthetic materials, and direct maintenance and repair of industrial plants, or study and advise on technological aspects of particular materials, products or processes.",,MASCO 2020,2020
2146,unit,214,"MINING ENGINEERS, METALLURGISTS AND RELATED PROFESSIONALS","Mining Engineers, Metallurgists and Related Professionals conduct research, design and develop and maintain commercial-scale methods of extracting metals from their ores or minerals, water and oil or gas from the earth and of developing new alloys, ceramic and other materials, or study and advise on technological aspects of particular materials, products or processes.",,MASCO 2020,2020
2149,unit,214,ENGINEERING PROFESSIONALS (EXCLUDING,"ELECTROTECHNOLOGY) NOT ELSEWHERE CLASSIFIED This unit group covers Engineering Professionals (Excluding Electrotechnology) Not Elsewhere Classified in Minor Group 214: Engineering Professionals (Excluding Electrotechnology). For example, this group include Explosive Ordnance Engineer, Marine Salvage Engineer, Nuclear Engineer and Nuclear Power Engineer.",,MASCO 2020,2020
215,minor,21,ELECTROTECHNOLOGY ENGINEERS,,,MASCO 2020,2020
2151,unit,215,ELECTRICAL ENGINEERS,"Electrical Engineers conduct research and advise on, design and direct the construction and operation of electrical systems, components, motors and equipment, and advise on and direct their maintenance and repair, or study and advise on technological aspects of electrical engineering materials, products and processes.",,MASCO 2020,2020
2152,unit,215,ELECTRONIC ENGINEERS,"Electronic Engineers conduct research on, design and direct the maintenance and repair of electronic systems. They study and advise on technological aspects of electronic engineering materials, products and processes.",,MASCO 2020,2020
2153,unit,215,TELECOMMUNICATIONS ENGINEERS,"Telecommunications Engineers conduct research, design and direct the maintenance, repair of systems and telecommunications equipment. They study and advise on technological aspects of materials, products and processes in telecommunications engineering.",,MASCO 2020,2020
216,minor,21,"ARCHITECTS, PLANNERS, SURVEYORS AND DESIGNERS",,,MASCO 2020,2020
2161,unit,216,BUILDING ARCHITECTS,"Building Architects plan, advise on and design recreational, institutional, residential, commercial and industrial buildings, and plan and monitor their construction, maintenance and rehabilitation.",,MASCO 2020,2020
2162,unit,216,LANDSCAPE ARCHITECTS,"Landscape Architects plan and design the recreational, layout of towns and landscapes, and plan and monitor their construction, maintenance and rehabilitation.",,MASCO 2020,2020
2163,unit,216,PRODUCT AND GARMENT DESIGNERS,"Product and Garment Designers design and develop products for manufacture and prepare designs and specifications of products for mass, batch and one-off production.",,MASCO 2020,2020
2164,unit,216,TOWN AND TRAFFIC PLANNERS,"Town and Traffic Planners develop and advise on and design of recreational, institutional, residential, layout of towns, landscapes and traffic systems, and plan and monitor their construction, maintenance and repair.",,MASCO 2020,2020
2165,unit,216,CARTOGRAPHERS AND SURVEYORS,"Cartographers and Surveyors apply surveying methods and techniques to determine the exact position of natural and constructed features and boundaries of land, seas, underground areas and celestial bodies, and prepare or revise digital, graphic and pictorial representations of maps and charts, applying scientific and mathematical principle.",,MASCO 2020,2020
2166,unit,216,GRAPHIC AND MULTIMEDIA DESIGNERS,"Graphic and Multimedia Designers design information content for visual and audio communication, publications and display using film, electronic, digital and other forms of visual and audio media. They create special effects, animation, or other visual images for use in computer games, movies, music videos, print media and advertisements.",,MASCO 2020,2020
217,minor,21,"SHIP, AIRCRAFT AND TRAIN/ LOCOMOTIVE CONTROLLERS",,,MASCO 2020,2020
2171,unit,217,SHIP ENGINEERS,"Ship Engineers control and participate in the operation, maintenance and repair of electrical and electronic equipment and machinery on board, or perform related supporting functions.",,MASCO 2020,2020
2172,unit,217,SHIP DECK OFFICERS AND PILOTS,Ship Deck Officers and Pilots command and navigate ships and perform related functions in port.,,MASCO 2020,2020
2173,unit,217,AIRCRAFT PILOTS AND RELATED PROFESSIONALS,"Aircraft Pilots and Related Professionals control the operation of mechanical, electrical and electronic equipment in order to navigate aircraft and perform pre-flight and in-flight tasks.",,MASCO 2020,2020
2174,unit,217,AIR TRAFFIC CONTROLLERS,"Air Traffic Controllers direct aircraft movements in the air and on the ground using radio, radar and lighting systems, and provide information relevant to the operation of aircraft.",,MASCO 2020,2020
2175,unit,217,TRAIN/ LOCOMOTIVE CONTROLLERS,"Train/ Locomotive Controllers direct train/ locomotive movements on the ground using radio, radar and lighting systems, and provide information relevant to the operation of the train/ locomotive.",,MASCO 2020,2020
2179,unit,217,TRANSPORT CONTROLLERS NOT ELSEWHERE CLASSIFIED,"This unit group covers Transport Controllers Not Elsewhere Classified in Minor Group 217: Ship, Aircraft and Train/ Locomotive Controllers.",,MASCO 2020,2020
218,minor,21,"MINING, MANUFACTURING AND CONSTRUCTION PROFESSIONALS",,,MASCO 2020,2020
2181,unit,218,MINING PROFESSIONALS,"Mining Professionals conduct research and improve or develop concepts, theories and operational methods, or apply existing knowledge concerning the mining activities such as extracting coal, ore, stone, clay and other solid minerals from the earth.",,MASCO 2020,2020
2182,unit,218,MANUFACTURING PROFESSIONALS,"Manufacturing Professionals conduct research and improve or develop concepts, theories and operational methods, or apply existing knowledge concerning the production of food, paper, sawmill, warehouse as well as quality assurance.",,MASCO 2020,2020
2183,unit,218,CONSTRUCTION PROFESSIONALS,"Construction Professionals conduct research and improve or develop concepts, theories and operational methods, or apply existing knowledge concerning construction projects.",,MASCO 2020,2020
22,sub_major,2,HEALTH PROFESSIONALS,,,MASCO 2020,2020
221,minor,22,MEDICAL DOCTORS,,,MASCO 2020,2020
2211,unit,221,GENERALIST MEDICAL PRACTITIONERS,"Generalist Medical Practitioners diagnose, treat and prevent illnesses, infections, injuries and other physical and mental impairments and maintain general health in humans through application of the principles and procedures of modern medicine. They are responsible for the provision of continuing and comprehensive medical care to individuals, families and communities.",,MASCO 2020,2020
2212,unit,221,SPECIALIST MEDICAL PRACTITIONERS,"Specialist Medical Practitioners diagnose, treat and prevent illnesses, infections, injuries and other physical and mental impairments in humans, using specialised testing, diagnostic, medical, surgical, physical and psychiatric techniques through application of the principles and procedures of modern medicine. They specialise in certain disease categories or methods of treatment and may conduct medical education and research in their chosen areas of specialisation.",,MASCO 2020,2020
222,minor,22,NURSING AND MIDWIFERY PROFESSIONALS,,,MASCO 2020,2020
2221,unit,222,NURSING PROFESSIONALS,"Nursing Professionals provide treatment, support and care for people who are in need of nursing care due to the effects of ageing, illness, injury or other physical or mental impairment, or potential risks to health.",,MASCO 2020,2020
2222,unit,222,MIDWIFERY PROFESSIONALS,"Midwifery Professionals deliver babies, provide ante-natal and post-natal care and advise parents on the care of infants.",,MASCO 2020,2020
223,minor,22,TRADITIONAL AND COMPLEMENTARY MEDICINE PROFESSIONALS,,,MASCO 2020,2020
2231,unit,223,TRADITIONAL AND COMPLEMENTARY MEDICINE PROFESSIONALS,"Traditional and Complementary Medicine Professionals apply traditional medicine knowledge to the prevention, diagnosis and treatment of human illnesses.",,MASCO 2020,2020
224,minor,22,PARAMEDICAL PRACTITIONERS,,,MASCO 2020,2020
2241,unit,224,PARAMEDICAL PRACTITIONERS,"Paramedical Practitioners providing service advisor, diagnostics, treatment and limited prevention in scope and complexity from what a medical doctor does. They work autonomously, or with limited surveillance from medical doctor, and apply preliminary clinical procedures to treat and prevent disease, injuries and physical or mental disorders to a specific community.",,MASCO 2020,2020
225,minor,22,VETERINARIANS,,,MASCO 2020,2020
2251,unit,225,VETERINARIANS,"Veterinarians diagnose, prevent and treat diseases, injuries and dysfunctions of animals. They may provide care to a wide range of animals or specialise in the treatment of a particular animal group or in a particular speciality area, or provide professional services to commercial firms producing biological and pharmaceutical products.",,MASCO 2020,2020
226,minor,22,OTHER HEALTH PROFESSIONALS,,,MASCO 2020,2020
2261,unit,226,DENTISTS,"Dentists diagnose, treat and prevent diseases, injuries and abnormalities of the teeth, mouth, jaws and associated tissues by applying the principles and procedures of modern dentistry. They use a broad range of specialised diagnostic, surgical and other techniques to promote and restore oral health.",,MASCO 2020,2020
2262,unit,226,PHARMACISTS,"Pharmacists store and dispense medicine and offer consultation on the use of the medicine and its effects as per the prescription of a medical doctor and other health professional. They assist in research, preparation of tests and monitor medical therapy to enhance human health.",,MASCO 2020,2020
2263,unit,226,ENVIRONMENTAL AND OCCUPATIONAL HEALTH AND HYGIENE,"Environmental and Occupational Health and Hygiene Professionals assess, plan and conduct programmes to identify, monitor and control environmental factors that can potentially affect human health to ensure safe and healthy workplaces, and to prevent disease or injury caused by chemical, physical, radiological and biological agents or ergonomic factors.",,MASCO 2020,2020
2264,unit,226,PHYSIOTHERAPISTS,"Physiotherapists assess, plan and conduct rehabilitative programmes that improve or restore human motor functions, enhance movement ability, relieve pain syndromes, and treat or prevent physical malfunction associated with injuries, diseases and other impairments. They apply a broad range of physical therapies and techniques such as movement, ultrasound, heating, laser and other techniques.",,MASCO 2020,2020
2265,unit,226,DIETICIANS AND NUTRITIONISTS,"Dieticians and Nutritionists plan and supervise the preparation of diets for individuals or groups, supervise and evaluate health programmes and assist in appraising the various factors related to nutrition and food problems in the community.",,MASCO 2020,2020
2266,unit,226,AUDIOLOGISTS AND SPEECH THERAPISTS,"Audiologists and Speech Therapists evaluate, manage and treat physical disorders affecting human hearing, speech and communication. They prescribe corrective devices or rehabilitative therapies for hearing loss, speech disorders, and related sensory and neural problems and provide counselling on hearing and safe communication.",,MASCO 2020,2020
2267,unit,226,OPTOMETRISTS AND OPHTHALMIC OPTICIANS,Optometrists and Ophthalmic Opticians examine and treat disorders of the eyes and visual system and advise on eye care and prescribe optical aids or other therapies.,,MASCO 2020,2020
2268,unit,226,OCCUPATIONAL THERAPISTS,"Occupational Therapists help people of all ages who have physical, mental or social problems to adapt to any aspect of their life in order to lead more productive, independent and meaningful lives. Problems may have been from birth, caused by injury, illness, disability or ageing.",,MASCO 2020,2020
2269,unit,226,HEALTH PROFESSIONALS NOT ELSEWHERE CLASSIFIED,"This unit group covers Health Professionals Not Elsewhere Classified in Minor Group 226: Other Health Professionals. This group include X-Ray Technician, Instructor and Perfusionist.",,MASCO 2020,2020
23,sub_major,2,TEACHING PROFESSIONALS,,,MASCO 2020,2020
231,minor,23,UNIVERSITY AND HIGHER EDUCATION TEACHING PROFESSIONALS,,,MASCO 2020,2020
