occupation_code,level,parent_code,title,description,skill_level,source,source_year
2311,unit,231,UNIVERSITY AND HIGHER EDUCATION TEACHING PROFESSIONALS,University and Higher Education Teaching Professionals prepare and deliver lectures and conduct tutorials in one or more subjects within a prescribed course of study at a university or other higher educational institution. They conduct research and prepare academic papers and books.,,MASCO 2020,2020
232,minor,23,VOCATIONAL EDUCATION TEACHERS,,,MASCO 2020,2020
2321,unit,232,VOCATIONAL EDUCATION TEACHERS,"Vocational Education Teachers teach or instruct vocational subjects at educational institutions, secondary schools and colleges. They prepare students for employment in specific occupations or occupational areas for which university or higher education is not normally required.",,MASCO 2020,2020
233,minor,23,SECONDARY EDUCATION TEACHERS,,,MASCO 2020,2020
2331,unit,233,SECONDARY SCHOOL TEACHERS,Secondary School Teachers teach one or more subjects in secondary school and organise educational activities.,,MASCO 2020,2020
234,minor,23,PRIMARY SCHOOL AND EARLY CHILDHOOD TEACHERS,,,MASCO 2020,2020
2341,unit,234,PRIMARY SCHOOL TEACHERS,Primary School Teachers teach various subjects at the primary education level.,,MASCO 2020,2020
2342,unit,234,EARLY CHILDHOOD EDUCATORS,"Early Childhood Educators promote physical, mental and social development of pre-school children through educational activities and games.",,MASCO 2020,2020
235,minor,23,"MUSIC, ARTS AND PERFORMING ARTS TEACHERS",,,MASCO 2020,2020
2351,unit,235,MUSIC TEACHERS,"Music Teachers teach theory, practical and performance in music and organise educational activities.",,MASCO 2020,2020
2352,unit,235,ARTS TEACHERS,"Arts Teachers teach theory, practical and performance in arts, including fine and applied arts such as painting and sculpture design and crafts.",,MASCO 2020,2020
2353,unit,235,PERFORMING ARTS TEACHERS,"Performing Arts Teachers teach theory and practical in performing arts, dance, drama, visual and other performing arts.",,MASCO 2020,2020
236,minor,23,LANGUAGE TEACHERS,,,MASCO 2020,2020
2361,unit,236,LANGUAGE TEACHERS,"Language Teachers plan, prepare and organise language programme activities.",,MASCO 2020,2020
237,minor,23,RELIGIOUS TEACHERS,,,MASCO 2020,2020
2371,unit,237,RELIGIOUS TEACHERS,Religious Teachers teach a course in religion and theology.,,MASCO 2020,2020
238,minor,23,TECHNOLOGY SKILLS AND TECHNICAL TRAINERS,,,MASCO 2020,2020
2381,unit,238,VOCATIONAL TRAINING OFFICERS,"Vocational Training Officers develop the National Occupational Skill Standards (NOSS), curriculum and training materials, teach or train students for employment purposes in one or more subjects such as petrochemistry; pharmacy; wood-based products; rubber and rubber-based products; oil palm-based industries; food processing; electrical and electronic equipment; medical devices; textiles and apparel; machinery and equipment; metals; transport equipment; business and professional services; integrated logistics services; ICT services; trade distribution; construction services; education and training; health services; tourism services.",,MASCO 2020,2020
239,minor,23,OTHER TEACHING PROFESSIONALS,,,MASCO 2020,2020
2391,unit,239,EDUCATION METHOD SPECIALISTS,"Education Method Specialists conduct research and develop or advise on teaching methods, courses and teaching aids. They review and examine teachers’ work, the functions of educational institutions and the results achieved and recommend changes and improvements.",,MASCO 2020,2020
2392,unit,239,SPECIAL NEEDS TEACHERS,"Special Needs Teachers teach physically or mentally disabled children, youths or adults, or those with learning difficulties or other special needs. They promote the social, emotional, intellectual and physical development of their students.",,MASCO 2020,2020
2393,unit,239,INFORMATION TECHNOLOGY TRAINERS,"Information Technology Trainers develop, schedule and conduct training programmes and courses for computer and other information technology users.",,MASCO 2020,2020
2399,unit,239,TEACHING PROFESSIONALS NOT ELSEWHERE CLASSIFIED,"This unit group covers Teaching Professionals Not Elsewhere Classified in Minor Group 239: Other Teaching Professionals. This group include Kesatria Officer, Educational Counsellor, Teacher, Adult Education and Tuition Teacher.",,MASCO 2020,2020
24,sub_major,2,BUSINESS AND ADMINISTRATION PROFESSIONALS,,,MASCO 2020,2020
241,minor,24,FINANCE PROFESSIONALS,,,MASCO 2020,2020
2411,unit,241,ACCOUNTANTS AND AUDITORS,"Accountants and Auditors plan, organise and administer accounting systems, and examine and analyse the accounting and financial records of individuals and establishments to ensure accuracy and compliance with established accounting standards and procedures.",,MASCO 2020,2020
2412,unit,241,FINANCIAL AND INVESTMENT ADVISERS,Financial and Investment Advisers develop financial plans for individuals and organisations and invest and manage funds on their behalf.,,MASCO 2020,2020
2413,unit,241,FINANCIAL ANALYSTS,Financial Analysts conduct quantitative analyses of information affecting investments in public and private institutions.,,MASCO 2020,2020
242,minor,24,ADMINISTRATION PROFESSIONALS,,,MASCO 2020,2020
2421,unit,242,MANAGEMENT AND ORGANISATION ANALYSTS,"Management and Organisation Analysts assist organisations to achieve greater efficiency and solve organisational problems. They study organisational structures, methods, systems and procedures.",,MASCO 2020,2020
2422,unit,242,POLICY ADMINISTRATION PROFESSIONALS,"Policy Administration Professionals plan, devise and execute policies on management of human resource and the organisation, financial resources, the economy, administration and development of regions/districts/local areas/land, social planning and administration, international relations and foreign affairs (including foreign services), national security/ defence and information technology management.",,MASCO 2020,2020
2423,unit,242,PERSONNEL AND CAREER PROFESSIONALS,"Personnel and Career Professionals provide professional business services related to personnel policies such as employee recruitment or development, occupational analyses and vocational guidance.",,MASCO 2020,2020
2424,unit,242,TRAINING AND STAFF DEVELOPMENT PROFESSIONALS,"Training and Staff Development Professionals plan, develop, conduct and evaluate training and development programmes to ensure that the management and staff acquire skills and develop the competencies required by the organisation to meet organisational objectives.",,MASCO 2020,2020
2425,unit,242,ADMINISTRATIVE PROFESSIONALS,"Administrative Professionals handle work related to financial management, supply and development procurement, management, services of personnel, office administration, official functions, consular matters and other administrative duties.",,MASCO 2020,2020
2426,unit,242,RESEARCH AND DEVELOPMENT PROFESSIONALS,"Research and Development Professionals plan, execute policies and responsible for basic research and science to the development of technology and new inventions.",,MASCO 2020,2020
243,minor,24,"SALES, MARKETING AND PUBLIC RELATIONS PROFESSIONALS",,,MASCO 2020,2020
2431,unit,243,ADVERTISING AND MARKETING PROFESSIONALS,Advertising and Marketing Professionals develop and coordinate advertising strategies and campaigns and develop market opportunities for new and existing goods and services.,,MASCO 2020,2020
2432,unit,243,PUBLIC RELATIONS PROFESSIONALS,"Public Relations Professionals improve, advise or apply operational methods to build, maintain and manage communications between an organisation and the public.",,MASCO 2020,2020
2433,unit,243,TECHNICAL AND MEDICAL SALES PROFESSIONALS (EXCLUDING ICT),"Technical and Medical Sales Professionals (Excluding ICT) improve, advise or apply operational methods specialised in the sale of medical and healthcare products including installations, equipment and technical products and related services, and provide specialised information as required.",,MASCO 2020,2020
2434,unit,243,INFORMATION AND COMMUNICATIONS TECHNOLOGY (ICT) SALES,"Information and Communications Technology (ICT) Sales Professionals sell a range of computer hardware, software and other information and communications technology goods and",,MASCO 2020,2020
25,sub_major,2,INFORMATION AND COMMUNICATIONS TECHNOLOGY PROFESSIONALS,,,MASCO 2020,2020
251,minor,25,SOFTWARE AND APPLICATION DEVELOPERS AND ANALYSTS,,,MASCO 2020,2020
2511,unit,251,COMPUTER SYSTEMS ANALYSTS,"Computer Systems Analysts gather and analyse facts on operations, procedures and systems for transfer into a program appropriate for data processing equipment, and recommend computer use to increase productivity efficiency and organisational profit.",,MASCO 2020,2020
2512,unit,251,SOFTWARE DEVELOPERS,"Software Developers study, analyse and evaluate requirements for existing or new software applications and operating systems, and design, develop, test and maintain software solutions to meet the requirements.",,MASCO 2020,2020
2513,unit,251,WEB AND MULTIMEDIA DEVELOPERS,"Web and Multimedia Developers combine design and technical knowledge to study, analyse, evaluate, design, programme and modify websites and applications that display text, graphics, animation, imaging, audio and video, and other interactive media.",,MASCO 2020,2020
2514,unit,251,APPLICATION PROGRAMMERS,Application Programmers write and maintain programmable code outlined in technical instructions and specifications for software applications and operating systems.,,MASCO 2020,2020
2519,unit,251,SOFTWARE AND APPLICATION DEVELOPERS AND ANALYSTS NOT,"ELSEWHERE CLASSIFIED This unit group covers Software and Application Developers and Analysts Not Elsewhere Classified in minor group 251: Software and Application Developers and Analysts. As an example, this group include Software Tester, System Tester and Quality Assurance Engineer.",,MASCO 2020,2020
252,minor,25,DATABASE AND NETWORK PROFESSIONALS,,,MASCO 2020,2020
2521,unit,252,DATABASE DESIGNERS AND ADMINISTRATORS,"Database Designers and Administrators design, develop, control, maintain and support the optimal performance and security of databases.",,MASCO 2020,2020
2522,unit,252,INFORMATION TECHNOLOGY SYSTEM ADMINISTRATORS,"Information Technology System Administrators develop, maintain and support optimal performance and control security of information technology systems.",,MASCO 2020,2020
2523,unit,252,COMPUTER NETWORK PROFESSIONALS,"Computer Network Professionals research, analyse and recommend strategies for network architecture and development. They implement, manage, maintain and configure network hardware and software, and monitor, troubleshoot and optimise performance.",,MASCO 2020,2020
2524,unit,252,DATA PROFESSIONALS,"Data Professionals is the collection of workforces primarily specialising in the data science field, ie that provides meaningful information based on large amounts of complex data or big data. It combines different fields of work in statistics and computation to interpret data for decision-making purposes.",,MASCO 2020,2020
253,minor,25,INFORMATION TECHNOLOGY SECURITY PROFESSIONALS,,,MASCO 2020,2020
2531,unit,253,CYBERSECURITY PROFESSIONALS,"Cybersecurity Professionals includes not only technically focused staff, but also those who apply knowledge of cybersecurity when preparing their organization to successfully implement its mission. A knowledgeable and skilled cybersecurity workforce is needed to address cybersecurity risks within an organization’s overall risk management process. Task include: a) conceptualizing, designing, procuring, and/or building secure information technology (IT) systems, with responsibility for aspects of system and/or network development; b) providing the support, administration, and maintenance necessary to ensure effective and efficient information technology (IT) system performance and security; c) providing leadership, management, direction, or development and advocacy so the organization may effectively conduct cybersecurity work; d) identifying, analyzing, and mitigates threats to internal information technology (IT) systems and/or networks; e) performing highly-specialized review and evaluation of incoming cybersecurity information to determine its usefulness for intelligence; f) providing specialized denial and deception operations and collection of cybersecurity information that may be used to develop intelligence; and g) investigating cybersecurity events or crimes related to information technology (IT) systems, networks, and digital evidence.",,MASCO 2020,2020
254,minor,25,CREATIVE AND DIGITAL CONTENT PROFESSIONALS,,,MASCO 2020,2020
2541,unit,254,ANIMATION AND VISUAL EFFECTS PROFESSIONALS,"Animation and Visual Effects Professionals combine artistic and technical knowledge to conceptualize, plan, create, produce, develop digital content that display text, graphics, animation, imaging, audio and video, and other content type for animation, visual effects (vfx), new media and other linear digital media format. Task Include: a) conceptualizing the digital content with artistic and technical knowledge; b) planning and organize the workflow and production pipeline to ensure quality output; c) defining the content either visually, verbally or in written form regarding to the final output format; d) implementing or assisting in the implementation of that digital content; e) analysing and evaluating multiple options in decision-making process to make sure the most optimum solution is chosen; f) communicating clearly with the with supervisor and subordinates to ensure task deliveries are met in a timely manner; g) collaborating proactively with the other members of the team including from different expertise to solve problems; h) iterating creation of digital content to improve output quality; i) performing related tasks through digital content creation tools, rendering pipeline, tools and technology; and j) enhancing knowledge and coordinating work performance.",,MASCO 2020,2020
2542,unit,254,DIGITAL GAMES AND eSPORTS PROFESSIONALS,"Digital Games and eSports Professionals combine artistic and technical knowledge to conceptualize, plan, create, produce, develop digital content that display text, graphics, animation, imaging, audio and video, and other content type for games, Virtual Reality (VR)/ Augmented Reality (AR) and other non-linear digital media format. Task Include: a) organising the creation of a game content, makes it happen on time and within the budget; b) creating the look, feel and story of a game, decides how the game will play; c) creating the artwork, such 2D, 3D, animation for visual art assets for the game; d) composing the music and creates the sound effects, integrates them into the game; e) implementing features and functionalities through the programming to make the game fun to play; f) testing the game to identify the mistakes in games, checks them for bugs, glitches and any errors; g) sollaborating proactively with the other members of the team including from different expertise to solve problems; h) optimising digital content for real-time performance efficiency; i) performing related tasks through digital content creation tools, game engines, tools and technology; and j) enhancing knowledge and coordinating work performance.",,MASCO 2020,2020
2543,unit,254,CREATIVE CONTENT DESIGNERS PROFESSIONALS,"Creative Content Designers Professionals combine artistic and technical knowledge to conceptualize, plan, create, produce, develop digital content that display text, graphics, animation, imaging, audio and video, and other content type for various digital media including both linear and non-linear format. Task Include: a) creating world class, user centered designs through considerations of user research, business requirements, customer feedback and usability study findings; b) developing conceptual diagrams, wireframes, visual mockups, prototypes and visual design of web and mobile applications; c) developing and maintaining detailed user interface specifications; d) presenting design works to user experience, product, business owners for review and feedback; e) creating and implementing usability studies, personality, navigational structures, and affinity diagrams; f) providing usability recommendations based on industry best practices, analytics, and user behavior; g) collaborating proactively with the other members of the team including from different expertise to solve problems; h) optimising user experience based on the compilation of data analytics of user activities; i) performing related tasks through digital content creation tools, visualization software, tools and technology; and j) enhancing knowledge and coordinating work performance.",,MASCO 2020,2020
26,sub_major,2,LEGAL PROFESSIONALS,,,MASCO 2020,2020
261,minor,26,LEGAL PROFESSIONALS,,,MASCO 2020,2020
2611,unit,261,LAWYERS,"Lawyers give clients legal advise on a wide variety of subjects and plead cases or conduct prosecutions in courts, or instruct barristers or advocates to plead in higher courts of justice.",,MASCO 2020,2020
2612,unit,261,JUDGES,Judges preside over criminal and civil proceedings in courts of law.,,MASCO 2020,2020
2619,unit,261,LEGAL PROFESSIONALS NOT ELSEWHERE CLASSIFIED,"This unit group covers Legal Professionals Not Classified Elsewhere in Minor Group 261: Legal Professionals. As an example, this group include Commissioner for Oaths, Register of Court, Trust Officer and Public Trustee.",,MASCO 2020,2020
27,sub_major,2,HOSPITALITY AND RELATED SERVICES PROFESSIONALS,,,MASCO 2020,2020
271,minor,27,HOTEL AND RESTAURANT PROFESSIONALS,,,MASCO 2020,2020
2711,unit,271,HOTEL PROFESSIONALS,"Hotel Professionals conduct research, plan, develop, and improve operational management of hotels, motels and similar establishments providing accommodation and other services, including front office (reception, concierge and reservations), food and beverage operations and housekeeping.",,MASCO 2020,2020
2712,unit,271,RESTAURANT PROFESSIONALS,"Restaurant Professionals conduct research, plan, develop and improve the operational management of cafes, restaurants and similar establishments providing food and catering",,MASCO 2020,2020
28,sub_major,2,SOCIAL AND CULTURAL PROFESSIONALS,,,MASCO 2020,2020
281,minor,28,"LIBRARIANS, ARCHIVISTS AND CURATORS",,,MASCO 2020,2020
2811,unit,281,ARCHIVISTS AND CURATORS,"Archivists and Curators collect, appraise and ensure the safekeeping and preservation of the collections of libraries, archives, museums, art galleries and similar establishments. They plan, devise and implement systems for the safekeeping of records and historically valuable documents.",,MASCO 2020,2020
2812,unit,281,LIBRARIANS AND RELATED INFORMATION PROFESSIONALS,"Librarians and Related Information Professionals collect, select, organise and maintain library collections and other information repositories, organise and control other library services and provide information for users.",,MASCO 2020,2020
282,minor,28,SOCIAL AND RELIGIOUS PROFESSIONALS,,,MASCO 2020,2020
2821,unit,282,ECONOMISTS,"Economists conduct research, monitor data, analyse information and prepare reports, and resolve economic and business problems. They develop models for analysis and understanding and make predictions of future economic circumstances and trends.",,MASCO 2020,2020
2822,unit,282,"SOCIOLOGISTS, ANTHROPOLOGISTS AND RELATED PROFESSIONALS","Sociologists, Anthropologists and Related Professionals investigate and describe the social structure of societies, the origin and evolution of humanity, and the interdependence between environmental conditions and human activities. They provide advice on their findings in the formulation of economic and social policies.",,MASCO 2020,2020
2823,unit,282,"PHILOSOPHERS, HISTORIANS AND POLITICAL SCIENTISTS","Philosophers, Historians and Political Scientists conduct research and describe past events and activities including the development of social and economic structures and institutions, and political movements.",,MASCO 2020,2020
2824,unit,282,PSYCHOLOGISTS,"Psychologists research into and study human mental processes and behaviour and apply this knowledge to promote personal, social, educational or occupational adjustment and development.",,MASCO 2020,2020
2825,unit,282,SOCIAL WORK AND COUNSELLING PROFESSIONALS,"Social Work and Counselling Professionals provide advice and guidance to individuals, families, groups, communities and organisations in response to social and personal difficulties. They assist clients to develop skills, access the resources and support services needed to respond to issues arising from unemployment, poverty, disability, addiction, criminal and delinquent behaviour, marital and other problems.",,MASCO 2020,2020
2826,unit,282,RELIGIOUS PROFESSIONALS,"Religious Professionals function as perpetuators of sacred traditions, practices and beliefs. They lead religious ceremonies, provide spiritual and moral guidance and perform other functions associated with the practice of a religion.",,MASCO 2020,2020
283,minor,28,"AUTHORS, JOURNALISTS AND LINGUISTS",,,MASCO 2020,2020
2831,unit,283,AUTHORS AND RELATED WRITERS,"Authors and Related Writers plan, research and write books, scripts, original stories, plays, essays, speeches, manuals, specifications and other non-journalistic articles (excluding material for newspapers, magazines and other periodicals) for publication or presentation.",,MASCO 2020,2020
2832,unit,283,JOURNALISTS,"Journalists research, investigate, interpret and communicate news and public affairs through newspapers, television, radio and other media.",,MASCO 2020,2020
2833,unit,283,"TRANSLATORS, INTERPRETERS AND OTHER LINGUISTS","Translators, Interpreters and Other Linguists translate or interpret from one language into another and study the origin, development and structure of languages.",,MASCO 2020,2020
284,minor,28,CREATIVE AND PERFORMING ARTISTS,,,MASCO 2020,2020
2841,unit,284,VISUAL ARTISTS,"Visual Artists create and execute artistic works by sculpting, painting, drawing, cartooning, engraving or using related techniques.",,MASCO 2020,2020
2842,unit,284,"MUSICIANS, SINGERS AND COMPOSERS","Musicians, Singers and Composers write, arrange, compose and adapt musical works and conduct or participate in performances.",,MASCO 2020,2020
2843,unit,284,DANCERS AND CHOREOGRAPHERS,Dancers and Choreographers conceive and create or perform dances.,,MASCO 2020,2020
2844,unit,284,"FILM, STAGE AND RELATED DIRECTORS AND PRODUCERS","Film, Stage and Related Directors and Producers oversee, control and direct the technical and artistic aspects in film, television or radio productions or stage shows.",,MASCO 2020,2020
2845,unit,284,ACTORS,"Actor portray roles in films, television or radio productions and stage shows.",,MASCO 2020,2020
2846,unit,284,"ANNOUNCERS ON RADIO, TELEVISION AND OTHER MEDIA","Announcers on Radio, Television and Other Media read news bulletins, conduct interviews and make other announcements on radio, television or in theatres and other establishments.",,MASCO 2020,2020
2847,unit,284,"CLOWNS, MAGICIANS, ACROBATS AND RELATED PROFESSIONALS","Clowns, Magicians, Acrobats and Related Professionals entertain audiences in circuses and other places by performing a variety of acts.",,MASCO 2020,2020
2848,unit,284,ANIMAL KEEPERS AND TRAINERS,"Animal Keepers and Trainers care for, train and perform with animals in zoos, bird and aquatic parks.",,MASCO 2020,2020
2849,unit,284,CREATIVE AND PERFORMING ARTISTS NOT ELSEWHERE CLASSIFIED,"This unit group covers Creative and Performing Artists Not Elsewhere Classified in Minor Group 284: Creative and Performing Artists. As an example, this group include Cultural Officer Gred B41. Task Include: a) responsible for cultural development and artistic; b) taking photographs, editing, preparing photo captions and sending photographs of formal and informal activities for reference and retention; c) making coverage for films / videos with or without sound, filming a special programme, providing equipment, maintaining hygiene of studio and darkroom and equipment safety inside and outside the department; d) carrying out related tasks; and e) enhancing knowledge and coordinating work performance.",,MASCO 2020,2020
29,sub_major,2,REGULATORY GOVERNMENT PROFESSIONALS,,,MASCO 2020,2020
291,minor,29,REGULATORY BODY PROFESSIONALS,,,MASCO 2020,2020
2911,unit,291,PROFESSIONAL CUSTOMS AND BORDER INSPECTORS,"Professional Customs and Border Inspectors check persons and vehicles crossing national borders to administer and enforce relevant government regulations and laws. Tugas merangkumi: a) classifying goods in accordance with the tariffs, making price assessment for the collection of customs duty / sales tax, processing and approving the importation / exportation of dutiable goods subject to prohibitions of imports / exports at the entrance / exit points, tax-free zones and licensed warehouses; b) processing licence applications for excise warehouses, licensed warehouses and licensed manufacturing warehouses; c) auditing accounts of companies licensed under the Sales Tax Act and Service Tax Act for collection of sales / service tax; d) processing applications for exemption from sales tax, checking the stock and the use of dutiable goods of companies with customs duty exemption and processing tax remission applications; e) supervising passenger screening duties and conducting investigation into companies / individuals committing fraud / smuggling and performing other enforcement duties; f) detaining persons found to be in violation of customs or immigration laws and arranging for legal action such as deportation; g) checking, approving and issuing travel passes and documents; h) searching for and seizing contraband or undeclared merchandise including through vehicles, aircraft or boats; i) inspecting cargo, baggage and personal articles entering or leaving the country; and j) investigating applications for duty refunds and petitions for remission or mitigation of penalties when warranted.",,MASCO 2020,2020
2912,unit,291,PROFESIONAL TAXATION AND EXCISE OFFICIALS,"Professional Taxation and Excise Officials examine tax returns, bills of sale and other documents to determine the type and amount of taxes, duties and other types of fees to be paid by individuals or businesses, and refer exceptional or important cases to accountants, senior government officials or managers.",,MASCO 2020,2020
2913,unit,291,PROFESSIONAL GOVERNMENT SOCIAL BENEFIT OFFICIALS,"Professional Government Social Benefit Officials examine applications for government, financial or service programmes to determine eligibility and amount of benefit or appropriate services, referring exceptional or important cases to senior government officials or managers.",,MASCO 2020,2020
2914,unit,291,PROFESSIONAL GOVERNMENT LICENSING OFFICIALS,"Professional Government Licensing Officials examine applications for licences to export or import goods, set up businesses, build houses or other structures, or to determine eligibility of applications for issuing licences or passports, and identify specific conditions or restrictions to be attached to licences issued, refer exceptional or important cases to senior government officials or managers.",,MASCO 2020,2020
2915,unit,291,PROFESSIONAL POLICE OFFICIALS,"Professional Police Officials investigate facts, conduct, supervise and coordinate investigations to prevent crimes or solve criminal cases.",,MASCO 2020,2020
2916,unit,291,PROFESSIONAL CIVIL DEFENCE OFFICIALS,Professional Civil Defence Officials supervise and investigate civil cases by enforcing procedures and regulations.,,MASCO 2020,2020
2919,unit,291,REGULATORY GOVERNMENT PROFESSIONALS NOT ELSEWHERE CLASSIFIED,"This unit group covers Regulatory Government Professionals Not Elsewhere Classified in Minor Group 291: Regulatory Government Professionals. As an example, this group include Control Room Officer.",,MASCO 2020,2020
3,major,,TECHNICIANS AND ASSOCIATE PROFESSIONALS,,,MASCO 2020,2020
31,sub_major,3,SCIENCE AND ENGINEERING ASSOCIATE PROFESSIONALS,,,MASCO 2020,2020
311,minor,31,PHYSICAL AND ENGINEERING SCIENCE TECHNICIANS,,,MASCO 2020,2020
3111,unit,311,CHEMICAL AND PHYSICAL SCIENCE TECHNICIANS,"Chemical and Physical Science Technicians perform technical tasks to aid in research in chemistry, physics, geology, geophysics, meteorology and astronomy, and in the development of industrial, medical, military and other practical applications of research results. Skill Level Description",,MASCO 2020,2020
3112,unit,311,CIVIL ENGINEERING TECHNICIANS,"Civil Engineering Technicians perform technical tasks in civil engineering research, design, construction, operation, maintenance and repair of buildings and other structures such as water supply and wastewater treatment systems, bridges, roads, dams and airports.",,MASCO 2020,2020
3113,unit,311,ELECTRICAL ENGINEERING TECHNICIANS,"Electrical Engineering Technicians perform technical tasks to aid in electrical engineering research, and in the design, manufacture, assembly, construction, operation, maintenance and repair of electrical equipment, facilities and distribution systems.",,MASCO 2020,2020
3114,unit,311,ELECTRONICS ENGINEERING TECHNICIANS,"Electronics Engineering Technicians perform technical tasks to aid in electronic research, and in the design, manufacture, assembly, construction, operation, maintenance and repair of electronic equipment.",,MASCO 2020,2020
3115,unit,311,MECHANICAL ENGINEERING TECHNICIANS,"Mechanical Engineering Technicians perform technical tasks to aid in mechanical engineering research, and in the design, manufacture, assembly, construction, operation, maintenance and repair of machines, components and mechanical equipment.",,MASCO 2020,2020
3116,unit,311,CHEMICAL ENGINEERING TECHNICIANS,"Chemical Engineering Technicians perform technical tasks to aid in chemical engineering research, and in the design, manufacture, construction, operation, maintenance and repair of chemical plants.",,MASCO 2020,2020
3117,unit,311,MINING AND METALLURGICAL TECHNICIANS,"Mining and Metallurgical Technicians perform technical tasks to assist in research and experiments related to metallurgy in improving methods of extracting solid minerals, oil and gas, and in the design, construction, operation, maintenance and repair of mines and mine installations, of systems for transporting and storing oil and natural gas, and for extraction of metals from ores.",,MASCO 2020,2020
3118,unit,311,DRAUGHTSPERSONS AND SURVEYING TECHNICIANS,"Draughtspersons and Surveying Technicians prepare technical drawings, maps and illustrations from sketches, measurements and other data, and copy drawings and paintings onto printing plates.",,MASCO 2020,2020
3119,unit,311,INDUSTRIAL AND PRODUCTION TECHNICIANS,"Industrial and Production Technicians carrying out technical tasks to assist in industrial engineering and production research, designing, manufacturing, assembling, construction, operation and maintenance. Help coordinate manufacturing activities and evaluate cost- effectiveness and safety.",,MASCO 2020,2020
312,minor,31,"MINING, MANUFACTURING AND CONSTRUCTION SUPERVISORS",,,MASCO 2020,2020
3121,unit,312,MINING SUPERVISORS,Mining Supervisors oversee mining and quarrying operations and supervise and coordinate the activities of miners working in underground and surface mines and quarries.,,MASCO 2020,2020
3122,unit,312,MANUFACTURING SUPERVISORS,Manufacturing Supervisors coordinate and supervise the activities of process control,,MASCO 2020,2020
3123,unit,312,CONSTRUCTION SUPERVISORS,"Construction Supervisors coordinate, supervise and schedule the duties of workers engaged in the construction and repair of buildings and structures.",,MASCO 2020,2020
3129,unit,312,OTHER SUPERVISORS NOT ELSEWHERE CLASSIFIED,"This unit group covers Other Supervisors Not Elsewhere Classified in Minor Group 312: Mining, Manufacturing and Construction Supervisors. As an example, this group include Cleaning Supervisor.",,MASCO 2020,2020
313,minor,31,PROCESS CONTROL TECHNICIANS,,,MASCO 2020,2020
3131,unit,313,POWER PRODUCTION PLANT OPERATORS,"Power Production Plant Operators operate, monitor and maintain switchboards and related equipment in electrical control centres which control the production and distribution of electricity or other power in transmission networks. The equipment operated includes reactors, turbines, generators and other auxiliary equipment in electrical power generating stations.",,MASCO 2020,2020
3132,unit,313,INCINERATOR AND WATER TREATMENT PLANT OPERATORS,"Incinerator and Water Treatment Plant Operators monitor and operate computerised control systems and related equipment and monitor various types of plant such as incinerators, water treatment plants, sewage plants, air and gas compressors, pumping stations and refrigeration or heating and ventilation systems.",,MASCO 2020,2020
3133,unit,313,CHEMICAL PROCESSING PLANT CONTROLLERS,"Chemical Processing Plant Controllers operate and monitor chemical plants, adjust and maintain processing units and equipment which distil, filter, separate, heat or refine chemicals.",,MASCO 2020,2020
3134,unit,313,PETROLEUM AND NATURAL GAS REFINING PLANT OPERATORS,"Petroleum and Natural Gas Refining Plant Operators operate and monitor plants which refine, distil and treat petroleum, petroleum-based products and by-products or natural gas.",,MASCO 2020,2020
3135,unit,313,METAL PRODUCTION PROCESS CONTROLLERS,"Metal Production Process Controllers operate and monitor multi-function process control machinery and equipment to melt or reheat metal, or machines to cast metal.",,MASCO 2020,2020
3139,unit,313,PROCESS CONTROL TECHNICIANS NOT ELSEWHERE CLASSIFIED,This unit group covers Process Control Technicians Not Elsewhere Classified in Minor Group 313: Process Control Technicians.,,MASCO 2020,2020
314,minor,31,LIFE SCIENCE TECHNICIANS AND RELATED ASSOCIATE PROFESSIONALS,,,MASCO 2020,2020
3141,unit,314,LIFE SCIENCE TECHNICIANS (EXCLUDING MEDICAL),"Life Science Technicians (Excluding Medical) provide technical support to life science professionals undertaking research, analysis and testing of living organisms, and development and application of products and processes resulting from research in areas such as agriculture, natural resource management, environmental protection, plant and animal biology, microbiology, and cell and molecular biology.",,MASCO 2020,2020
3142,unit,314,AGRICULTURAL AND LIVESTOCK TECHNICIANS,"Agricultural and Livestock Technicians perform technical tasks related to research in agronomy, as well as with the development of agricultural applications of research results and provide technical and scientific support to agricultural scientists and farmers.",,MASCO 2020,2020
3143,unit,314,FORESTRY TECHNICIANS,"Forestry Technicians perform technical tasks related to research in forestry and forest management, harvesting, resource conservation and environmental protection as well as the development of forestry applications for research results.",,MASCO 2020,2020
3144,unit,314,FISHERY TECHNICIANS,"Fishery Technicians perform technical tasks related to research in fisheries, as well as with the development of fishery applications for research results.",,MASCO 2020,2020
315,minor,31,"SHIP, AIRCRAFT AND TRAIN TECHNICIANS",,,MASCO 2020,2020
3151,unit,315,AIRCRAFT TECHNICIANS,"Aircraft Technicians repair, overhaul, examine, test and service aircraft engines and other aircraft mechanical equipment.",,MASCO 2020,2020
3152,unit,315,SHIP/ MARINE TECHNICIANS,Ship/ Marine Technicians repair or service marine engine in workshops or on board.,,MASCO 2020,2020
3153,unit,315,TRAIN/ LOCOMOTIVE TECHNICIANS,Train/ Locomotive Technicians service and repair train/ locomotive engines.,,MASCO 2020,2020
3154,unit,315,MOTOR VEHICLE TECHNICIANS,Motor Vehicle Technicians service and repair vehicle engines.,,MASCO 2020,2020
